drug,symptom,indication
258,66,1.0
296,1,1.0
667,65,0.0
566,34,0.0
626,87,1.0
659,85,0.0
561,67,1.0
138,11,1.0
585,87,1.0
74,155,1.0
462,67,1.0
325,80,0.0
239,65,0.0
22,30,0.0
163,100,0.0
666,1,1.0
607,53,0.0
543,93,1.0
626,19,0.0
484,87,1.0
137,60,1.0
145,69,0.0
657,68,1.0
69,106,0.0
643,158,1.0
375,110,1.0
327,124,0.0
224,54,0.0
588,42,0.0
22,68,1.0
568,87,1.0
8,44,0.0
205,119,0.0
369,159,0.0
354,39,0.0
347,44,0.0
292,120,0.0
115,75,1.0
173,147,0.0
791,1,1.0
81,1,1.0
70,11,1.0
489,71,0.0
783,1,1.0
666,87,1.0
706,1,0.0
695,108,1.0
794,35,0.0
192,28,1.0
777,172,0.0
45,75,1.0
606,84,0.0
501,66,1.0
451,30,0.0
29,5,0.0
374,75,1.0
185,53,0.0
178,75,1.0
596,39,0.0
278,154,1.0
307,110,1.0
621,60,0.0
512,23,0.0
633,53,1.0
353,88,1.0
732,1,1.0
160,110,1.0
795,1,0.0
568,33,0.0
372,64,0.0
607,40,0.0
573,53,1.0
185,67,1.0
480,72,0.0
378,67,1.0
232,14,1.0
405,75,1.0
546,66,1.0
316,123,1.0
3,147,0.0
321,75,1.0
216,110,1.0
631,71,1.0
421,136,0.0
308,11,0.0
44,2,0.0
448,103,0.0
41,135,0.0
599,51,0.0
630,75,1.0
388,67,1.0
162,75,1.0
151,101,0.0
409,16,0.0
229,22,0.0
625,172,0.0
7,110,0.0
418,31,0.0
72,18,0.0
323,28,1.0
234,118,0.0
196,117,0.0
779,67,1.0
778,137,1.0
464,67,1.0
43,16,0.0
370,154,0.0
737,91,0.0
793,85,0.0
566,75,1.0
484,75,1.0
770,87,1.0
129,53,1.0
196,5,0.0
624,18,0.0
430,75,1.0
170,88,1.0
755,87,1.0
76,71,1.0
208,137,1.0
421,36,0.0
206,117,0.0
352,75,1.0
193,33,1.0
426,81,0.0
478,75,1.0
412,5,0.0
582,155,0.0
74,8,0.0
407,148,0.0
694,168,1.0
19,87,1.0
459,6,0.0
14,99,0.0
714,45,0.0
225,148,0.0
688,110,1.0
261,108,1.0
629,25,0.0
511,3,0.0
524,28,1.0
647,60,1.0
99,28,1.0
22,173,1.0
525,162,0.0
32,53,1.0
554,54,0.0
307,130,0.0
701,11,1.0
555,155,1.0
403,51,0.0
489,109,0.0
129,75,1.0
756,74,0.0
327,1,1.0
595,24,0.0
709,130,0.0
42,108,1.0
194,75,1.0
265,173,1.0
74,75,1.0
693,69,0.0
249,76,0.0
791,132,0.0
581,110,1.0
797,53,0.0
724,173,1.0
411,18,1.0
461,75,1.0
622,18,0.0
375,168,1.0
607,108,1.0
681,26,0.0
658,87,1.0
399,139,0.0
79,87,1.0
326,131,0.0
575,18,0.0
590,6,0.0
691,1,1.0
191,32,0.0
752,43,0.0
339,168,1.0
691,139,1.0
534,28,1.0
86,87,1.0
175,138,1.0
237,68,1.0
508,75,0.0
32,110,1.0
296,110,1.0
462,106,0.0
87,71,0.0
210,87,1.0
562,81,0.0
32,92,0.0
525,87,1.0
342,163,0.0
626,108,1.0
302,75,1.0
656,53,1.0
352,110,1.0
318,87,1.0
190,75,1.0
439,13,0.0
17,166,0.0
388,87,1.0
354,41,1.0
212,66,1.0
172,109,0.0
723,11,1.0
42,152,0.0
190,157,0.0
423,23,1.0
210,53,1.0
407,90,0.0
199,14,1.0
296,62,0.0
441,110,1.0
637,68,1.0
679,122,0.0
192,87,1.0
353,53,1.0
789,11,1.0
28,1,0.0
205,60,0.0
674,133,0.0
367,119,0.0
725,37,0.0
316,68,1.0
534,93,0.0
172,162,0.0
356,110,1.0
405,67,1.0
140,146,0.0
353,168,1.0
766,87,1.0
767,60,0.0
389,60,0.0
158,118,0.0
239,67,1.0
670,51,1.0
647,134,1.0
615,168,1.0
688,147,0.0
314,53,1.0
228,1,1.0
572,139,0.0
452,87,1.0
361,65,0.0
614,129,0.0
742,88,1.0
376,132,1.0
76,67,1.0
682,137,0.0
643,20,0.0
220,93,0.0
682,87,1.0
367,8,1.0
198,127,0.0
316,154,1.0
491,49,0.0
296,33,1.0
253,66,1.0
159,124,0.0
615,53,1.0
715,0,0.0
45,87,1.0
392,19,0.0
299,146,0.0
650,87,1.0
701,1,0.0
605,75,1.0
249,7,0.0
117,72,1.0
233,146,0.0
777,80,0.0
48,68,1.0
650,168,1.0
256,87,1.0
570,155,0.0
331,139,0.0
758,67,1.0
94,15,1.0
520,110,1.0
61,60,1.0
120,87,1.0
662,53,1.0
751,77,0.0
342,90,1.0
79,75,1.0
677,10,0.0
763,90,1.0
86,154,1.0
633,75,1.0
713,69,0.0
276,67,1.0
278,75,1.0
501,75,1.0
252,57,0.0
562,84,0.0
629,75,1.0
435,8,1.0
154,1,1.0
66,75,1.0
657,67,1.0
451,171,0.0
106,68,1.0
54,115,0.0
713,14,1.0
637,8,1.0
731,33,0.0
306,138,1.0
789,1,1.0
492,27,0.0
276,168,0.0
143,11,0.0
298,136,0.0
336,168,1.0
759,24,0.0
735,109,0.0
493,66,0.0
781,120,0.0
755,123,0.0
692,105,0.0
340,131,0.0
478,63,0.0
790,115,0.0
245,100,0.0
7,8,1.0
178,102,0.0
425,118,0.0
356,87,1.0
68,121,0.0
385,88,0.0
588,141,0.0
631,140,1.0
636,88,1.0
203,109,0.0
123,168,1.0
749,173,1.0
307,111,0.0
760,67,1.0
559,63,0.0
25,90,1.0
621,66,0.0
49,39,0.0
202,24,0.0
737,6,0.0
706,110,1.0
298,6,0.0
253,88,1.0
442,29,0.0
616,132,0.0
276,154,0.0
188,168,1.0
204,126,0.0
742,173,0.0
159,90,1.0
184,66,1.0
437,75,1.0
395,154,1.0
243,116,0.0
275,154,1.0
527,28,1.0
473,67,1.0
770,75,1.0
207,166,0.0
634,68,0.0
294,76,0.0
727,149,0.0
416,87,1.0
82,114,0.0
336,87,1.0
489,110,1.0
150,88,1.0
86,75,1.0
432,105,0.0
363,45,0.0
127,132,1.0
77,77,0.0
412,144,0.0
426,71,0.0
788,28,1.0
137,3,0.0
156,75,1.0
531,67,1.0
221,87,1.0
484,162,0.0
335,43,0.0
456,1,1.0
363,87,1.0
351,10,0.0
505,60,1.0
426,75,1.0
149,87,1.0
662,123,1.0
237,88,1.0
464,118,1.0
686,91,0.0
348,74,0.0
20,8,1.0
79,66,1.0
223,118,1.0
175,8,1.0
270,65,0.0
760,152,0.0
442,149,0.0
529,26,0.0
546,108,1.0
57,55,0.0
307,87,1.0
233,75,1.0
130,116,0.0
159,75,1.0
607,67,1.0
522,142,0.0
193,67,1.0
774,8,1.0
654,152,0.0
344,74,0.0
765,89,0.0
105,87,1.0
245,8,1.0
105,1,1.0
55,40,0.0
701,88,1.0
523,75,1.0
62,87,1.0
706,75,1.0
31,33,1.0
403,130,0.0
488,110,0.0
386,67,1.0
110,93,0.0
264,87,1.0
794,13,0.0
647,87,1.0
660,110,0.0
754,166,0.0
384,124,0.0
612,122,0.0
77,89,0.0
500,160,0.0
789,90,1.0
652,87,1.0
695,138,1.0
261,90,1.0
643,79,1.0
587,28,0.0
520,87,1.0
13,43,0.0
733,43,0.0
605,8,1.0
248,109,0.0
530,8,1.0
749,87,1.0
469,67,1.0
14,123,1.0
204,35,0.0
564,68,1.0
534,75,1.0
347,140,0.0
787,67,1.0
61,68,1.0
63,83,0.0
301,51,0.0
666,53,1.0
427,110,1.0
711,57,0.0
704,67,1.0
770,100,0.0
367,75,1.0
127,75,1.0
534,67,1.0
325,161,0.0
687,33,1.0
411,133,0.0
589,43,0.0
88,81,0.0
204,156,0.0
91,75,1.0
490,154,1.0
393,113,0.0
324,74,1.0
453,173,0.0
111,104,0.0
336,88,1.0
24,150,0.0
369,62,0.0
699,18,0.0
557,47,0.0
434,88,1.0
212,53,1.0
117,87,1.0
145,136,0.0
3,24,0.0
20,14,1.0
263,168,1.0
370,87,1.0
681,66,0.0
66,73,0.0
189,134,0.0
34,10,0.0
137,75,1.0
469,75,1.0
290,34,0.0
328,137,0.0
140,87,1.0
225,135,0.0
309,56,0.0
639,42,0.0
344,84,0.0
717,1,1.0
640,23,1.0
6,166,0.0
206,75,1.0
292,139,0.0
425,123,1.0
127,53,1.0
160,75,1.0
93,52,0.0
159,163,0.0
640,17,0.0
59,128,0.0
612,88,1.0
253,53,1.0
54,28,1.0
647,67,1.0
708,20,0.0
487,9,0.0
375,87,1.0
740,38,0.0
70,87,1.0
629,67,1.0
267,35,0.0
247,41,1.0
597,125,0.0
379,116,0.0
39,24,0.0
185,71,0.0
731,69,0.0
626,75,1.0
368,154,1.0
488,156,0.0
514,99,0.0
395,75,1.0
331,33,0.0
160,135,0.0
361,87,1.0
183,53,1.0
154,87,1.0
80,73,0.0
658,45,0.0
273,78,0.0
86,9,0.0
337,48,0.0
437,1,1.0
675,46,0.0
280,80,0.0
114,87,1.0
46,26,0.0
166,98,0.0
116,67,1.0
475,111,0.0
100,66,1.0
156,87,1.0
105,67,1.0
634,104,0.0
130,137,0.0
515,128,0.0
120,1,1.0
631,8,0.0
611,170,0.0
605,108,1.0
367,40,0.0
178,53,1.0
783,60,0.0
159,101,0.0
381,28,1.0
195,167,0.0
276,75,1.0
453,123,0.0
7,14,1.0
691,59,0.0
386,110,1.0
481,93,0.0
336,67,1.0
529,8,0.0
540,110,1.0
341,75,1.0
681,87,1.0
67,67,1.0
449,70,0.0
100,75,1.0
756,53,0.0
83,25,0.0
56,118,1.0
458,67,1.0
370,75,1.0
247,155,0.0
443,154,0.0
327,123,1.0
284,95,0.0
288,90,0.0
278,87,1.0
329,135,0.0
107,48,0.0
795,19,0.0
545,14,1.0
650,1,1.0
192,75,1.0
461,87,1.0
320,1,1.0
781,75,1.0
94,75,1.0
535,123,1.0
757,8,1.0
169,83,0.0
462,68,1.0
618,75,1.0
221,68,0.0
549,74,0.0
777,90,1.0
593,62,0.0
434,130,0.0
682,58,1.0
523,110,1.0
149,53,1.0
261,168,1.0
674,17,0.0
306,111,0.0
328,75,1.0
666,134,0.0
356,75,1.0
444,88,1.0
544,87,1.0
416,74,1.0
21,154,1.0
443,75,1.0
451,32,0.0
688,82,0.0
276,116,0.0
625,123,1.0
184,20,0.0
159,12,0.0
764,87,1.0
346,115,0.0
175,88,1.0
478,135,0.0
253,87,1.0
755,29,0.0
547,87,1.0
678,133,0.0
569,94,0.0
100,87,1.0
391,1,1.0
21,169,0.0
254,108,1.0
673,5,0.0
426,118,0.0
193,168,1.0
78,22,0.0
768,68,0.0
76,120,0.0
581,30,0.0
324,28,1.0
663,168,1.0
505,75,1.0
237,35,1.0
234,87,1.0
404,168,1.0
183,43,0.0
81,87,1.0
523,33,1.0
571,85,0.0
421,75,1.0
328,154,0.0
62,67,1.0
432,96,0.0
74,132,1.0
523,43,1.0
113,106,0.0
679,46,0.0
254,120,0.0
739,1,1.0
103,131,0.0
300,68,1.0
307,28,1.0
26,81,0.0
18,87,1.0
403,71,1.0
427,75,1.0
164,88,1.0
137,82,0.0
65,53,1.0
65,82,0.0
222,93,0.0
773,75,1.0
306,39,0.0
53,135,0.0
277,74,1.0
86,66,1.0
611,59,0.0
599,67,1.0
742,33,1.0
129,86,0.0
303,91,0.0
5,91,0.0
161,110,1.0
249,41,0.0
324,16,0.0
404,66,1.0
137,74,1.0
131,112,0.0
694,108,1.0
675,75,1.0
184,53,1.0
139,112,0.0
546,41,0.0
423,12,0.0
551,65,0.0
16,1,1.0
620,75,1.0
93,90,1.0
723,110,1.0
434,28,1.0
473,1,1.0
61,81,0.0
706,154,1.0
132,75,1.0
270,147,0.0
504,125,0.0
580,25,0.0
70,21,0.0
244,61,0.0
480,126,0.0
683,32,0.0
461,92,0.0
17,110,1.0
52,133,0.0
226,136,0.0
684,108,0.0
321,46,1.0
21,67,1.0
601,81,0.0
337,150,0.0
126,11,1.0
779,68,1.0
207,67,1.0
788,118,1.0
440,75,1.0
292,33,0.0
314,161,0.0
229,163,0.0
524,39,0.0
605,90,1.0
741,100,0.0
602,24,0.0
392,75,0.0
415,15,0.0
54,37,1.0
351,117,0.0
426,1,1.0
413,68,0.0
385,110,1.0
11,88,0.0
338,73,0.0
378,108,1.0
795,25,0.0
364,121,0.0
394,140,0.0
429,88,1.0
150,67,1.0
621,48,0.0
86,123,0.0
289,131,0.0
366,67,1.0
321,66,1.0
210,110,1.0
20,173,0.0
219,153,0.0
11,118,1.0
81,110,1.0
78,75,1.0
98,38,0.0
119,0,0.0
353,90,1.0
18,82,0.0
49,119,1.0
530,66,1.0
172,6,0.0
750,105,0.0
651,90,0.0
54,149,0.0
446,111,0.0
329,11,1.0
404,67,1.0
556,143,0.0
266,104,0.0
570,125,0.0
782,131,0.0
457,55,0.0
524,75,1.0
364,68,1.0
181,136,0.0
282,161,0.0
361,132,1.0
293,4,0.0
175,33,1.0
78,18,1.0
301,108,1.0
200,89,0.0
668,5,0.0
296,87,1.0
675,114,0.0
124,40,1.0
439,75,1.0
652,118,1.0
199,87,1.0
294,75,1.0
290,71,0.0
425,33,1.0
755,141,0.0
605,110,1.0
721,87,1.0
763,74,1.0
718,97,0.0
496,40,0.0
54,11,1.0
333,129,0.0
791,154,1.0
396,43,0.0
220,96,0.0
626,58,1.0
132,23,1.0
758,75,1.0
452,95,0.0
105,75,1.0
647,110,1.0
256,61,0.0
300,15,0.0
435,85,0.0
370,20,0.0
200,144,0.0
588,87,1.0
247,103,0.0
363,64,0.0
384,67,1.0
613,170,0.0
229,8,1.0
354,110,1.0
128,88,1.0
218,87,1.0
126,160,0.0
263,67,1.0
68,165,0.0
385,99,0.0
265,51,1.0
353,50,0.0
452,90,1.0
542,67,1.0
459,87,1.0
567,67,1.0
550,139,0.0
205,27,0.0
12,67,1.0
480,71,0.0
520,75,1.0
66,87,1.0
529,91,0.0
92,33,1.0
307,14,1.0
172,26,0.0
643,159,0.0
788,51,1.0
373,140,0.0
454,70,0.0
468,75,0.0
542,87,1.0
7,53,1.0
154,33,1.0
76,110,1.0
737,87,1.0
475,87,1.0
303,67,1.0
316,75,1.0
184,87,1.0
643,77,0.0
728,138,0.0
744,75,1.0
144,84,0.0
237,20,0.0
216,143,0.0
159,67,1.0
695,67,1.0
252,56,0.0
787,4,0.0
375,75,1.0
18,123,1.0
304,78,0.0
226,87,1.0
332,41,0.0
683,19,0.0
629,110,1.0
622,78,0.0
233,87,1.0
14,87,1.0
461,154,0.0
50,107,0.0
97,1,1.0
481,118,0.0
496,4,0.0
157,97,0.0
141,87,1.0
533,132,0.0
439,87,1.0
678,146,0.0
462,108,1.0
275,75,1.0
228,154,1.0
408,168,1.0
327,75,1.0
14,28,1.0
739,90,1.0
524,53,1.0
144,65,0.0
430,1,1.0
419,110,0.0
631,118,1.0
48,63,0.0
77,159,0.0
282,75,1.0
757,16,0.0
650,28,1.0
210,75,1.0
258,67,1.0
174,87,1.0
25,85,0.0
73,66,1.0
149,79,0.0
500,75,1.0
600,63,0.0
779,118,1.0
140,12,0.0
337,53,1.0
190,87,1.0
723,66,1.0
76,127,0.0
643,90,1.0
81,75,1.0
773,110,1.0
204,53,0.0
749,63,0.0
778,31,0.0
535,108,1.0
546,67,1.0
776,76,0.0
741,96,0.0
65,78,0.0
484,90,0.0
637,87,1.0
470,157,0.0
296,150,0.0
233,110,1.0
229,75,1.0
253,41,1.0
330,87,1.0
334,98,0.0
670,118,1.0
521,67,1.0
42,53,1.0
253,1,1.0
213,150,0.0
154,79,1.0
643,88,0.0
540,54,0.0
564,12,0.0
531,108,1.0
228,90,1.0
481,154,1.0
13,56,0.0
427,1,1.0
474,26,0.0
439,62,0.0
330,79,0.0
423,89,0.0
312,90,0.0
612,134,1.0
725,8,0.0
32,14,1.0
307,75,1.0
444,41,0.0
32,50,0.0
539,152,0.0
551,163,0.0
404,154,1.0
433,75,1.0
8,60,0.0
437,87,1.0
433,145,0.0
138,118,1.0
137,87,1.0
689,100,0.0
86,139,0.0
423,86,0.0
766,41,1.0
529,62,0.0
408,87,1.0
629,32,0.0
745,54,0.0
35,42,0.0
651,104,0.0
689,79,0.0
327,21,0.0
228,110,1.0
794,87,1.0
677,22,0.0
575,169,0.0
265,118,1.0
791,87,1.0
681,75,1.0
318,88,1.0
785,85,0.0
463,159,0.0
91,110,1.0
22,21,0.0
629,87,1.0
633,133,0.0
394,39,0.0
60,74,1.0
443,8,1.0
621,108,1.0
643,75,1.0
411,155,1.0
618,146,0.0
389,50,0.0
128,93,0.0
196,78,0.0
547,51,0.0
388,53,1.0
162,123,1.0
435,14,1.0
110,72,0.0
745,26,0.0
159,34,0.0
227,67,1.0
193,88,1.0
391,75,1.0
299,68,1.0
54,14,1.0
618,87,1.0
457,23,1.0
732,33,1.0
353,75,1.0
299,67,1.0
662,50,0.0
770,33,1.0
338,68,1.0
106,24,0.0
646,13,0.0
603,123,0.0
216,117,0.0
452,75,1.0
404,75,1.0
388,75,1.0
60,64,0.0
66,58,0.0
781,80,0.0
49,172,0.0
717,87,1.0
718,119,0.0
39,146,0.0
570,173,1.0
757,168,1.0
650,75,1.0
479,79,0.0
65,139,0.0
1,121,0.0
253,138,1.0
551,36,0.0
329,75,1.0
694,53,1.0
156,10,0.0
382,47,0.0
290,54,0.0
261,88,1.0
193,40,0.0
538,29,0.0
114,37,0.0
661,22,0.0
408,145,0.0
755,75,1.0
238,137,0.0
464,75,1.0
564,75,1.0
565,82,0.0
101,8,1.0
520,166,0.0
391,8,1.0
782,172,0.0
633,67,1.0
175,53,1.0
227,29,0.0
359,163,0.0
794,152,0.0
332,90,1.0
135,68,1.0
237,53,1.0
35,68,1.0
380,173,0.0
788,87,1.0
564,154,1.0
537,68,1.0
640,170,1.0
246,52,0.0
725,77,0.0
637,75,1.0
172,58,0.0
261,67,1.0
434,82,0.0
547,1,0.0
214,60,0.0
652,8,1.0
273,108,1.0
421,110,1.0
781,89,0.0
239,70,0.0
748,124,0.0
627,59,0.0
476,119,0.0
278,1,1.0
736,77,0.0
298,153,0.0
567,79,1.0
784,78,0.0
8,75,1.0
1,15,0.0
35,61,0.0
286,114,0.0
686,132,0.0
223,75,1.0
657,148,0.0
589,0,0.0
56,90,1.0
650,88,1.0
209,75,1.0
757,87,1.0
416,75,1.0
675,67,1.0
388,68,1.0
209,87,1.0
656,106,0.0
576,134,0.0
603,75,1.0
25,118,1.0
437,41,1.0
81,53,1.0
233,66,1.0
228,75,1.0
102,118,0.0
206,80,0.0
196,108,0.0
670,110,1.0
478,53,1.0
250,130,0.0
414,142,0.0
275,110,1.0
28,152,0.0
538,87,1.0
136,67,1.0
649,170,0.0
151,68,1.0
77,38,0.0
299,110,1.0
546,132,1.0
537,56,0.0
362,91,0.0
722,124,0.0
220,6,0.0
730,162,0.0
523,53,1.0
158,97,0.0
477,10,0.0
502,6,0.0
454,79,0.0
430,9,0.0
321,53,1.0
633,17,0.0
248,75,1.0
137,90,1.0
626,150,0.0
23,1,0.0
687,18,0.0
514,21,0.0
206,140,0.0
626,67,1.0
516,137,0.0
221,75,1.0
723,53,1.0
42,67,1.0
273,33,1.0
434,87,1.0
708,115,0.0
35,8,1.0
115,87,1.0
750,97,0.0
188,88,1.0
698,173,1.0
781,114,0.0
357,139,0.0
535,87,1.0
544,173,0.0
639,79,0.0
544,75,1.0
136,108,1.0
352,87,1.0
178,87,1.0
154,158,1.0
501,67,1.0
546,81,0.0
65,87,1.0
148,125,0.0
141,75,1.0
146,124,0.0
61,110,1.0
45,103,0.0
790,117,0.0
690,160,0.0
728,110,1.0
214,80,0.0
592,119,0.0
489,88,0.0
268,66,0.0
87,122,0.0
457,118,1.0
411,138,0.0
385,29,0.0
195,37,1.0
116,124,0.0
378,14,1.0
744,87,1.0
789,66,1.0
415,67,1.0
159,87,1.0
6,87,1.0
374,39,0.0
37,119,0.0
324,87,1.0
747,68,1.0
411,1,1.0
364,25,0.0
37,7,0.0
78,67,1.0
789,68,1.0
348,4,0.0
158,131,0.0
555,87,1.0
743,63,0.0
566,70,1.0
475,75,1.0
218,100,0.0
784,140,0.0
218,75,1.0
449,88,1.0
462,157,0.0
78,88,1.0
664,70,0.0
2,33,0.0
96,61,0.0
788,53,1.0
385,87,1.0
552,127,0.0
577,43,0.0
363,33,1.0
273,67,1.0
771,115,0.0
66,8,1.0
275,138,0.0
278,13,0.0
459,134,0.0
361,75,1.0
550,138,0.0
522,150,0.0
723,40,0.0
408,53,1.0
192,67,1.0
306,112,0.0
504,137,0.0
27,39,0.0
774,110,1.0
375,88,1.0
575,160,0.0
269,160,0.0
566,87,1.0
150,75,1.0
81,44,0.0
656,124,0.0
302,53,1.0
698,75,1.0
739,87,1.0
451,1,1.0
331,84,0.0
464,1,1.0
119,5,0.0
9,12,0.0
577,87,1.0
174,75,1.0
175,87,1.0
395,87,1.0
253,168,1.0
10,134,0.0
356,53,1.0
144,154,1.0
538,41,1.0
405,11,0.0
328,59,0.0
588,138,0.0
742,168,1.0
342,75,1.0
206,90,1.0
731,108,0.0
732,84,0.0
351,24,0.0
311,130,0.0
584,30,0.0
161,20,0.0
562,78,0.0
762,120,0.0
330,75,1.0
385,67,1.0
524,143,0.0
668,9,0.0
404,110,1.0
773,53,1.0
619,80,0.0
120,75,1.0
645,47,0.0
594,110,1.0
413,111,0.0
279,88,1.0
256,86,0.0
552,110,1.0
316,121,0.0
429,168,1.0
136,66,1.0
323,140,0.0
349,51,0.0
408,120,0.0
7,87,1.0
537,154,1.0
567,156,0.0
618,7,0.0
653,105,0.0
368,52,0.0
160,87,1.0
327,87,1.0
259,82,0.0
538,17,0.0
88,110,1.0
320,11,0.0
681,59,0.0
193,43,1.0
184,75,1.0
21,1,1.0
438,151,0.0
191,169,0.0
345,49,0.0
117,110,1.0
310,16,0.0
193,91,1.0
279,173,1.0
402,116,0.0
127,55,0.0
108,141,0.0
687,38,0.0
744,108,1.0
615,60,0.0
143,53,0.0
174,110,1.0
284,83,0.0
356,100,0.0
459,75,1.0
255,172,0.0
612,53,1.0
433,87,1.0
534,8,1.0
74,1,1.0
585,33,1.0
763,75,1.0
73,67,1.0
594,134,0.0
625,74,0.0
698,108,1.0
688,155,1.0
737,67,1.0
117,75,1.0
395,1,1.0
355,33,1.0
426,87,1.0
391,87,1.0
9,67,1.0
378,75,1.0
78,1,1.0
749,75,1.0
757,53,1.0
7,95,0.0
627,119,0.0
298,83,0.0
329,87,1.0
34,165,0.0
95,146,0.0
101,87,1.0
235,1,1.0
24,125,0.0
45,168,1.0
340,159,0.0
603,53,1.0
184,110,1.0
663,88,1.0
594,102,0.0
675,110,1.0
417,96,0.0
35,54,0.0
254,118,1.0
217,63,0.0
755,53,1.0
431,9,0.0
32,87,1.0
544,110,1.0
603,87,1.0
654,29,0.0
785,86,0.0
605,68,1.0
